Categoria;Rubro;Subrubro;Marca;Nombre_Producto;Medida;Precio
Congelados;Frutas Congeladas;Banana;Green Life;Arándanos Enteros Congelados Bolsa;300g;7304
Limpieza;Lavado;Jabón Liquido y en Polvo;Ala;Jabón Líquido para Ropa Botella Recarga;3L;9274
Limpieza;Lavado;Enjuagues y Suavizantes;Vivere;Suavizante para Ropa Perfume Clásico;3L;6731
Limpieza;Lavado;Quitamanchas;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;8851
Limpieza;Lavado;Prelavado;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;8504
Limpieza;Lavado;Potenciador de Aroma para el Lavado;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;5670
Limpieza;Lavado;Fragancias para la Ropa;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;7608
Limpieza;Lavado;Reforzado de Lavado;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;11293
Limpieza;Lavado;Apresto;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;2905
Limpieza;Lavado;Jabón en Barra;Ala;Jabón Líquido para Ropa Botella Recarga;3L;6769
Limpieza;Lavado;Detergente para Ropa;Vanish;Quitamanchas Líquido Ropa Color Botella;1L;6348
Limpieza;Papeles;Papel Higiénico;Elite;Papel Higiénico Doble Hoja Ultra Suave;4u;3839
Limpieza;Papeles;Pañuelos;Campanita;Servilletas de Papel Blancas Bolsa;80u;5573
Limpieza;Papeles;Rollo de Cocina;Scott;Rollos de Cocina Súper Absorbentes Multiuso;3u;3144
Limpieza;Papeles;Servilletas;Campanita;Servilletas de Papel Blancas Bolsa;80u;2314
Limpieza;Papeles;Toallas Humedas;Campanita;Servilletas de Papel Blancas Bolsa;80u;2642
Limpieza;Papeles;Individuales;Campanita;Servilletas de Papel Blancas Bolsa;80u;3000
Limpieza;Insecticidas;Cucarachas;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;4267
Limpieza;Insecticidas;Hormigas;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;2674
Limpieza;Insecticidas;Moscas y Mosquitos;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;2125
Limpieza;Insecticidas;Pulgas y Garrapatas;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;2239
Limpieza;Insecticidas;Polillas;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;2026
Limpieza;Insecticidas;Ratas;Raid;Insecticida Aerosol Moscas y Mosquitos Base Agua;360ml;4080
Limpieza;Calzado;Cepillos de Lustre;Wassington;Pomada para Lustrar Calzado Color Negro;40g;1738
Limpieza;Calzado;Pomada para Zapatos;Wassington;Pomada para Lustrar Calzado Color Negro;40g;1636
Limpieza;Calzado;Detergente para Lavado;Wassington;Pomada para Lustrar Calzado Color Negro;40g;1104
Limpieza;Calzado;Plantillas;Wassington;Pomada para Lustrar Calzado Color Negro;40g;4370
Limpieza;Accesorios de Limpieza;Bolsas;Coto;Bolsas de Consorcio Resistentes x 10u;60x90cm;3021
Limpieza;Accesorios de Limpieza;Esponjas y Guantes;Scotch-Brite;Esponja de Fibra Verde Doble Acción Multiuso;3u;1791
Limpieza;Accesorios de Limpieza;Escobas y Escobillones;Mortimer;Accesorio Limpieza Escobas y Escobillones;1u;2527
Limpieza;Accesorios de Limpieza;Palas y Cabos;Mortimer;Accesorio Limpieza Palas y Cabos;1u;3431
Limpieza;Accesorios de Limpieza;Baldes y Mopas;Mortimer;Accesorio Limpieza Baldes y Mopas;1u;3486
Limpieza;Accesorios de Limpieza;Broches;Mortimer;Accesorio Limpieza Broches;1u;3800
Limpieza;Accesorios de Limpieza;Secadores y Cepillos;Mortimer;Accesorio Limpieza Secadores y Cepillos;1u;1588
Limpieza;Accesorios de Limpieza;Trapo de Pisos;Mortimer;Accesorio Limpieza Trapo de Pisos;1u;1788
Limpieza;Accesorios de Limpieza;Plumeros;Mortimer;Accesorio Limpieza Plumeros;1u;2647
Limpieza;Accesorios de Limpieza;Rejillas;Mortimer;Accesorio Limpieza Rejillas;1u;4615
Limpieza;Accesorios de Limpieza;Paños;Mortimer;Accesorio Limpieza Paños;1u;1297
Limpieza;Accesorios de Limpieza;Franelas;Mortimer;Accesorio Limpieza Franelas;1u;4146
Limpieza;Accesorios de Limpieza;Rodillo Quita Pelusas;Mortimer;Accesorio Limpieza Rodillo Quita Pelusas;1u;2932
Limpieza;Accesorios de Limpieza;Pasacera;Mortimer;Accesorio Limpieza Pasacera;1u;3234
Limpieza;Accesorios de Limpieza;Palillos;Mortimer;Accesorio Limpieza Palillos;1u;3691
Limpieza;Accesorios de Limpieza;Film Adherente;Mortimer;Accesorio Limpieza Film Adherente;1u;2051
Limpieza;Accesorios de Limpieza;Papel Aluminio;Mortimer;Accesorio Limpieza Papel Aluminio;1u;3390
Limpieza;Accesorios de Limpieza;Papel Manteca;Mortimer;Accesorio Limpieza Papel Manteca;1u;4761
Limpieza;Desodorantes de Ambiente;Antihumedad;Glade;Aerosol Desodorante y Aromatizante Lavanda;360ml;2340
Limpieza;Desodorantes de Ambiente;Aromatizantes de Ambiente;Glade;Aerosol Desodorante y Aromatizante Lavanda;360ml;1413
Limpieza;Desodorantes de Ambiente;Desinfectantes de Ambiente;Glade;Aerosol Desodorante y Aromatizante Lavanda;360ml;2148
Limpieza;Limpieza de Baño;Desodorantes de Inodoro;Harpic;Limpiador de Inodoro Ultra Gel Desinfectante;500ml;3126
Limpieza;Limpieza de Baño;Limpiadores de Baño;Harpic;Limpiador de Inodoro Ultra Gel Desinfectante;500ml;1571
Limpieza;Limpieza de Baño;Sopapas, Escobillas and Destapa Cañerias;Harpic;Limpiador de Inodoro Ultra Gel Desinfectante;500ml;4077
Limpieza;Limpieza de Cocina;Bolsas;Cif;Desengrasante de Cocina Gatillo Activo;500ml;2441
Limpieza;Limpieza de Cocina;Detergentes;Magistral;Detergente Lavavajillas Concentrado Limón;500ml;2324
Limpieza;Limpieza de Cocina;Productos para Lavavajillas;Cif;Desengrasante de Cocina Gatillo Activo;500ml;1272
Limpieza;Limpieza de Cocina;Fósforos;Cif;Desengrasante de Cocina Gatillo Activo;500ml;3825
Limpieza;Limpieza de Cocina;Limpiadores de Cocina;Cif;Desengrasante de Cocina Gatillo Activo;500ml;4075
Limpieza;Limpieza de Cocina;Rollos;Cif;Desengrasante de Cocina Gatillo Activo;500ml;1807
Limpieza;Limpieza de Cocina;Velas;Cif;Desengrasante de Cocina Gatillo Activo;500ml;2413
Limpieza;Limpieza de Pisos y Superficies;Ceras y Autobrillos;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;4784
Limpieza;Limpieza de Pisos y Superficies;Curador para Pisos;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;1100
Limpieza;Limpieza de Pisos y Superficies;Lustramuebles;Blem;Lustramuebles Aerosol Sabor Lavanda Brillo;360ml;3044
Limpieza;Limpieza de Pisos y Superficies;Limpiadores de Pisos y Superficies;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;1138
Limpieza;Limpieza de Pisos y Superficies;Limpia Metales;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;2429
Limpieza;Limpieza de Pisos y Superficies;Limpia Vidrios;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;1365
Limpieza;Limpieza de Pisos y Superficies;Superficies Electrónicas;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;1808
Limpieza;Limpieza de Pisos y Superficies;Limpiadores Desinfectantes;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;4557
Limpieza;Limpieza de Pisos y Superficies;Limpiadores Cremosos;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;2175
Limpieza;Limpieza de Pisos y Superficies;Reparador de Muebles;Poett;Limpiador Líquido para Pisos Aroma Primavera;1.8L;2443
Limpieza;Lavandinas;Lavandinas en Gel;Ayudín;Lavandina Común Concentrada Tradicional Botella;1L;3087
Limpieza;Lavandinas;Lavandinas Liquidas;Ayudín;Lavandina Común Concentrada Tradicional Botella;1L;3730
Perfumería;Cuidado del Cabello;Acondicionador;Pantene;Acondicionador Restauración Extrema Botella;400ml;4990
Perfumería;Cuidado del Cabello;Shampoo;Sedal;Shampoo Nutrición Profunda Brillo Sachet/Pote;400ml;3141
Perfumería;Cuidado del Cabello;Coloración;Elvive;Tratamiento para Cabello Coloración;300ml;7280
Perfumería;Cuidado del Cabello;Tratamientos;Elvive;Tratamiento para Cabello Tratamientos;300ml;5285
Perfumería;Cuidado del Cabello;Modeladores de Peinado;Elvive;Tratamiento para Cabello Modeladores de Peinado;300ml;3095
Perfumería;Cuidado del Cabello;Shampoo + Acondicionador;Sedal;Shampoo Nutrición Profunda Brillo Sachet/Pote;400ml;2448
Perfumería;Higiene Personal;Accesorios de Ducha;Dove;Jabón de Tocador en Barra Humectante Clásico;3u x 90g;3894
Perfumería;Higiene Personal;Jabones;Dove;Jabón de Tocador en Barra Humectante Clásico;3u x 90g;3256
Perfumería;Higiene Personal;Sales y Espumas de Baño;Dove;Jabón de Tocador en Barra Humectante Clásico;3u x 90g;2065
Perfumería;Desodorantes y Antitranspirantes;Antitranspirantes;Rexona;Antitranspirante Aerosol Invisible Dry Hombre;150ml;2004
Perfumería;Desodorantes y Antitranspirantes;Desodorantes;Rexona;Antitranspirante Aerosol Invisible Dry Hombre;150ml;2551
Perfumería;Pañales y Productos para Incontinencia;Pañales para Bebé;Pampers;Pañales Descartables Bebé Premium Care Talle G;40u;15258
Perfumería;Pañales y Productos para Incontinencia;Pañales para Adultos;Pampers;Pañales Descartables Bebé Premium Care Talle G;40u;23161
Perfumería;Pañales y Productos para Incontinencia;Productos para Incontinencia;Pampers;Pañales Descartables Bebé Premium Care Talle G;40u;7766
Perfumería;Cuidado Personal;Afeitado;Nivea;Producto Cuidado Personal Afeitado;150ml;2078
Perfumería;Cuidado Personal;Depilación;Nivea;Producto Cuidado Personal Depilación;150ml;2094
Perfumería;Cuidado Personal;Higiene y Cuidado de la Barba;Nivea;Producto Cuidado Personal Higiene y Cuidado de la Barba;150ml;3937
Perfumería;Cuidado Personal;Modeladores de Peinado;Nivea;Producto Cuidado Personal Modeladores de Peinado;150ml;2581
Perfumería;Cuidado Personal;Pre Afeitado;Nivea;Producto Cuidado Personal Pre Afeitado;150ml;2342
Perfumería;Cuidado Bucal;Accesorios de Prótesis y Ortodoncia;Oral-B;Cuidado Bucal Accesorios de Prótesis y Ortodoncia Cepillo/Hilo;1u;3212
Perfumería;Cuidado Bucal;Antiséptico Bucal;Oral-B;Cuidado Bucal Antiséptico Bucal Cepillo/Hilo;1u;2458
Perfumería;Cuidado Bucal;Cremas Dentales;Colgate;Crema Dental Protección Total con Flúor;90g;3073
Perfumería;Cuidado Bucal;Cepillos Dentales;Colgate;Crema Dental Protección Total con Flúor;90g;3162
Perfumería;Cuidado Bucal;Hilos Dentales;Colgate;Crema Dental Protección Total con Flúor;90g;3673
Perfumería;Cuidado Bucal;Kit Dental;Colgate;Crema Dental Protección Total con Flúor;90g;4049
Perfumería;Protección Femenina;Protectores Diarios;Always;Toallitas Femeninas Normales con Alas Ultrafinas;8u;2546
Perfumería;Protección Femenina;Tampones;Always;Toallitas Femeninas Normales con Alas Ultrafinas;8u;2858
Perfumería;Protección Femenina;Toallitas;Always;Toallitas Femeninas Normales con Alas Ultrafinas;8u;3897
Perfumería;Protección Femenina;Copa Menstrual;Always;Toallitas Femeninas Normales con Alas Ultrafinas;8u;1881
Perfumería;Cremas de Belleza;Cremas Corporales;Nivea;Crema Corporal Humectante Milk Nutritiva Pote;400ml;15502
Perfumería;Cremas de Belleza;Cremas de Manos y Pies;Nivea;Crema Corporal Humectante Milk Nutritiva Pote;400ml;26382
Perfumería;Cremas de Belleza;Cuidado Facial;Nivea;Crema Corporal Humectante Milk Nutritiva Pote;400ml;19825
Perfumería;Cuidado de la Piel;Locion;Dermaglós;Protector Solar Corporal FPS 50 Emulsión;250ml;11718
Perfumería;Cuidado de la Piel;Post Solar;Dermaglós;Protector Solar Corporal FPS 50 Emulsión;250ml;14166
Perfumería;Cuidado de la Piel;Protector Solar;Dermaglós;Protector Solar Corporal FPS 50 Emulsión;250ml;25136
Perfumería;Accesorios;Accesorios Femeninos;Nivea;Producto Cuidado Personal Accesorios Femeninos;150ml;4366
Perfumería;Accesorios;Accesorios para Uñas y Pies;Nivea;Producto Cuidado Personal Accesorios para Uñas y Pies;150ml;2640
Perfumería;Accesorios;Elementos para el Cabello;Nivea;Producto Cuidado Personal Elementos para el Cabello;150ml;1540
Perfumería;Cuidado del Bebé y la Mamá;Cuidado Infantil;Johnson's;Aceite Puro para Bebé Humectación Suave;200ml;2054
Perfumería;Cuidado del Bebé y la Mamá;Momentos del Bebé;Johnson's;Aceite Puro para Bebé Humectación Suave;200ml;2196
Perfumería;Cuidado del Bebé y la Mamá;Puerperio;Johnson's;Aceite Puro para Bebé Humectación Suave;200ml;2611
Perfumería;Farmacia;Profilaxis;Curitas;Producto de Botiquín Profilaxis;10u;2875
Perfumería;Farmacia;Geles Intimos;Curitas;Producto de Botiquín Geles Intimos;10u;2439
Perfumería;Farmacia;Repelente;Off!;Repelente de Insectos Aerosol Súper Extra Duración;170cc;3101
Perfumería;Farmacia;Apositos;Curitas;Producto de Botiquín Apositos;10u;2385
Perfumería;Farmacia;Hisopos;Curitas;Producto de Botiquín Hisopos;10u;4598
Perfumería;Farmacia;Antiséptico;Curitas;Producto de Botiquín Antiséptico;10u;3944
Perfumería;Farmacia;Algodón;Estrella;Algodón Hidrófilo Súper Absorbente Bolsa;100g;3897
Perfumería;Farmacia;Protectores Labiales;Curitas;Producto de Botiquín Protectores Labiales;10u;4659
Perfumería;Farmacia;Piojicida;Curitas;Producto de Botiquín Piojicida;10u;2098
Perfumería;Farmacia;Quitaesmaltes;Curitas;Producto de Botiquín Quitaesmaltes;10u;3056
Perfumería;Farmacia;Desodorantes Pédicos;Curitas;Producto de Botiquín Desodorantes Pédicos;10u;3796
Perfumería;Farmacia;Talco Corporal;Curitas;Producto de Botiquín Talco Corporal;10u;4471
Perfumería;Farmacia;Máscaras de Protección;Curitas;Producto de Botiquín Máscaras de Protección;10u;3486
Perfumería;Colonias y Perfumes;Colonias Femeninas;Nivea;Producto Cuidado Personal Colonias Femeninas;150ml;2992
Perfumería;Colonias y Perfumes;Colonias Masculinas;Nivea;Producto Cuidado Personal Colonias Masculinas;150ml;3258
Perfumería;Cosméticos;Accesorios Femeninos;Nivea;Producto Cuidado Personal Accesorios Femeninos;150ml;7439
Perfumería;Cosméticos;Desmaquilladores;Nivea;Producto Cuidado Personal Desmaquilladores;150ml;16082
Perfumería;Cosméticos;Mascaras para Pestañas;Nivea;Producto Cuidado Personal Mascaras para Pestañas;150ml;10071
Perfumería;Cosméticos;Tónico Facial;Nivea;Producto Cuidado Personal Tónico Facial;150ml;10697
Perfumería;Cosméticos;Protector Labial;Nivea;Producto Cuidado Personal Protector Labial;150ml;8853
Electro;Tv;Accesorios Tv;Philips;Smart TV LED 43 Pulgadas Full HD Android;1u;1304738
Electro;Tv;Antenas;Philips;Smart TV LED 43 Pulgadas Full HD Android;1u;1460839
Electro;Tv;Tv;Philips;Smart TV LED 43 Pulgadas Full HD Android;1u;1059069
Electro;Informatica;Notebooks;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;1635791
Electro;Informatica;Tablet;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;47893
Electro;Informatica;Impresoras;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;108183
Electro;Informatica;Fotografía;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;108473
Electro;Informatica;Almacenamiento;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;75757
Electro;Informatica;Smartwatch;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;66519
Electro;Informatica;Accesorios y Cables;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;32613
Electro;Informatica;Auriculares Pc;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;41026
Electro;Informatica;Parlantes Pc;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;98745
Electro;Informatica;Computadoras;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;29511
Electro;Informatica;Teclados;Logitech;Mouse Óptico Inalámbrico Clásico;1u;67240
Electro;Informatica;Mouse;Logitech;Mouse Óptico Inalámbrico Clásico;1u;108628
Electro;Informatica;Monitores;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;89191
Electro;Informatica;Router;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;26646
Electro;Informatica;Cámaras Ip;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;84877
Electro;Informatica;Webcam;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;56621
Electro;Informatica;Kit de Vigilancia;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;104984
Electro;Informatica;Power Bank;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;93452
Electro;Informatica;Proyectores;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;48308
Electro;Informatica;Microfono;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;99013
Electro;Informatica;Drone;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;86387
Electro;Informatica;Contador de Billetes;Lenovo;Notebook Intel Core i5 RAM 8GB SSD;1u;38936
Electro;Informatica;Combo Mouse y Teclado;Logitech;Mouse Óptico Inalámbrico Clásico;1u;74358
Electro;Celulares y Telefonia;Celulares;Motorola;Celular Android Liberado Moto G Dual Sim;1u;630585
Electro;Celulares y Telefonia;Telefonos Fijos;Motorola;Celular Android Liberado Moto G Dual Sim;1u;38577
Electro;Audio;Auriculares;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;70080
Electro;Audio;Parlantes;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;81061
Electro;Audio;Audio para Autos;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;67444
Electro;Audio;Radios;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;68308
Electro;Audio;Radioreloj;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;21445
Electro;Audio;Radiograbadores;JBL;Parlante Portátil Bluetooth Resistente al Agua;1u;49976
Electro;Heladeras y Freezer;Cavas;Gafa;Heladera Cíclica de Frío Directo con Freezer;1u;1224774
Electro;Heladeras y Freezer;Freezer;Gafa;Heladera Cíclica de Frío Directo con Freezer;1u;144546
Electro;Heladeras y Freezer;Heladeras;Gafa;Heladera Cíclica de Frío Directo con Freezer;1u;487835
Electro;Heladeras y Freezer;Fabrica de Hielo;Gafa;Heladera Cíclica de Frío Directo con Freezer;1u;249720
Electro;Lavado;Lavarropas;Drean;Lavarropas Automático de Carga Frontal Next;1u;280769
Electro;Lavado;Lavavajillas;Drean;Lavarropas Automático de Carga Frontal Next;1u;228889
Electro;Lavado;Lavasecarropas;Drean;Lavarropas Automático de Carga Frontal Next;1u;785520
Electro;Lavado;Secarropas;Drean;Lavarropas Automático de Carga Frontal Next;1u;159045
Electro;Climatización;Aires Acondicionados;Liliana;Ventilador de Pie de 20 Pulgadas Silencioso;1u;194464
Electro;Climatización;Calefacción;Liliana;Ventilador de Pie de 20 Pulgadas Silencioso;1u;1286296
Electro;Climatización;Ventiladores;Liliana;Ventilador de Pie de 20 Pulgadas Silencioso;1u;965637
Electro;Calefones y Termotanques;Calefones;Rheem;Termotanque Eléctrico de Pie Súper Rápido 80L;1u;299357
Electro;Calefones y Termotanques;Termotanques;Rheem;Termotanque Eléctrico de Pie Súper Rápido 80L;1u;468718
Electro;Coccion;Anafes;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;141117
Electro;Coccion;Cocinas;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;833423
Electro;Coccion;Microondas;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;167655
Electro;Coccion;Hornos Electricos;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;974920
Electro;Coccion;Purificadores;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;211955
Electro;Coccion;Sartenes Eléctricas;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;263278
Electro;Coccion;Freidoras;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;193778
Electro;Coccion;Maquinas de Pan;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;212975
Electro;Coccion;Parrillas Eléctricas;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;125245
Electro;Coccion;Ollas Electricas;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;632336
Electro;Coccion;Vaporeras;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;1279108
Electro;Coccion;Pochoclera;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;392980
Electro;Coccion;Hornos Empotrables;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;319105
Electro;Coccion;Hervidor;Atma;Horno Eléctrico de Mesa con Convección 40L;1u;193756
Electro;Ayudantes de Cocina;Batidoras;Liliana;Batidora de Mano con Accesorios Plásticos;1u;51011
Electro;Ayudantes de Cocina;Balanzas de Cocina;Liliana;Batidora de Mano con Accesorios Plásticos;1u;77693
Electro;Ayudantes de Cocina;Procesadoras;Liliana;Batidora de Mano con Accesorios Plásticos;1u;61055
Electro;Ayudantes de Cocina;Mixer;Liliana;Batidora de Mano con Accesorios Plásticos;1u;27386
Electro;Ayudantes de Cocina;Fabrica de Pastas;Liliana;Batidora de Mano con Accesorios Plásticos;1u;76849
Electro;Ayudantes de Cocina;Arroceras;Liliana;Batidora de Mano con Accesorios Plásticos;1u;54530
Electro;Ayudantes de Cocina;Picadoras;Liliana;Batidora de Mano con Accesorios Plásticos;1u;16022
Electro;Ayudantes de Cocina;Cortadoras de Fiambre;Liliana;Batidora de Mano con Accesorios Plásticos;1u;104836
Electro;Ayudantes de Cocina;Cuchillos Electricos;Liliana;Batidora de Mano con Accesorios Plásticos;1u;26543
Electro;Ayudantes de Cocina;Afilador;Liliana;Batidora de Mano con Accesorios Plásticos;1u;65476
Electro;Ayudantes de Cocina;Espumador;Liliana;Batidora de Mano con Accesorios Plásticos;1u;106640
Electro;Ayudantes de Cocina;Fabrica de Helados;Liliana;Batidora de Mano con Accesorios Plásticos;1u;13524
Electro;Ayudantes de Cocina;Descorchador Electrico;Liliana;Batidora de Mano con Accesorios Plásticos;1u;17477
Electro;Desayuno;Cafeteras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;70532
Electro;Desayuno;Exprimidores y Jugueras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;35043
Electro;Desayuno;Pavas Electricas;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;91302
Electro;Desayuno;Licuadoras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;48673
Electro;Desayuno;Tostadoras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;37128
Electro;Desayuno;Sandwicheras y Wafleras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;27593
Electro;Desayuno;Yogurteras;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;63220
Electro;Desayuno;Termo Eléctrico;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;86590
Electro;Desayuno;Maquinas de Soda;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;65837
Electro;Desayuno;Panquequera;Atma;Pava Eléctrica de Acero Inoxidable Termostato;1u;100811
Electro;Hogar;Aspiradoras;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;40391
Electro;Hogar;Planchas;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;57205
Electro;Hogar;Maquinas de Coser;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;92490
Electro;Hogar;Toalleras Eléctricos;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;103486
Electro;Hogar;Balanzas de Equipaje;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;33848
Electro;Hogar;Lustraspiradoras;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;107355
Electro;Hogar;Portero Eléctrico;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;41936
Electro;Hogar;Tender Eléctrico;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;43764
Electro;Hogar;Limpiadores de Vapor;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;20862
Electro;Hogar;Sacapelusa;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;36396
Electro;Hogar;Contador de Billetes;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;33500
Electro;Hogar;Cerradura Electrica;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;101849
Electro;Hogar;Purificadores de Agua;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;16455
Electro;Hogar;Limpia Vidrios;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;105785
Electro;Salud;Balanzas de Baño;Aspen;Tensiómetro de Brazo Digital Automático;1u;97478
Electro;Salud;Nebulizadores;Aspen;Tensiómetro de Brazo Digital Automático;1u;24251
Electro;Salud;Tensiometros;Aspen;Tensiómetro de Brazo Digital Automático;1u;64914
Electro;Salud;Termómetros;Aspen;Tensiómetro de Brazo Digital Automático;1u;45907
Electro;Salud;Almohadillas y Mantas Térmicas;Aspen;Tensiómetro de Brazo Digital Automático;1u;65753
Electro;Salud;Masajeadores;Aspen;Tensiómetro de Brazo Digital Automático;1u;103542
Electro;Salud;Humidificadores;Aspen;Tensiómetro de Brazo Digital Automático;1u;82215
Electro;Salud;Oximetros;Aspen;Tensiómetro de Brazo Digital Automático;1u;70316
Electro;Cuidado Personal;Afeitado;Philips;Dispositivo Eléctrico Afeitado;1u;80220
Electro;Cuidado Personal;Cortapelo;Philips;Dispositivo Eléctrico Cortapelo;1u;34955
Electro;Cuidado Personal;Cortabarba;Philips;Dispositivo Eléctrico Cortabarba;1u;102568
Electro;Cuidado Personal;Planchas de Cabello;Liliana;Aspiradora de Polvo de Alta Potencia Bolsa;1u;87133
Electro;Cuidado Personal;Depiladoras;Philips;Dispositivo Eléctrico Depiladoras;1u;15553
Electro;Cuidado Personal;Secadores de Cabello;Philips;Dispositivo Eléctrico Secadores de Cabello;1u;44256
Electro;Cuidado Personal;Rizadores y Cepillo Alisador;Philips;Dispositivo Eléctrico Rizadores y Cepillo Alisador;1u;79629
Electro;Cuidado Personal;Set de Pedicura;Philips;Dispositivo Eléctrico Set de Pedicura;1u;58407
Textil;Ambiente;Almohadones;Coto;Almohadón Decorativo de Almohadones;1u;6441
Textil;Ambiente;Cortina de Ambiente;Coto;Almohadón Decorativo de Cortina de Ambiente;1u;12692
Textil;Ambiente;Alfombras;Coto;Almohadón Decorativo de Alfombras;1u;11061
Textil;Ambiente;Felpudos;Coto;Almohadón Decorativo de Felpudos;1u;16461
Textil;Ambiente;Fundas para Almohadones;Coto;Almohadón Decorativo de Fundas para Almohadones;1u;5420
Textil;Ambiente;Almohadones de Silla;Coto;Almohadón Decorativo de Almohadones de Silla;1u;13750
Textil;Ambiente;Relleno de Almohadon;Coto;Almohadón Decorativo de Relleno de Almohadon;1u;14158
Textil;Baño;Toallas y Toallones;Arco Iris;Toallón de Baño de Algodón Súper Absorbente;1u;6730
Textil;Baño;Alfombras de Baño;Arco Iris;Toallón de Baño de Algodón Súper Absorbente;1u;15850
Textil;Baño;Antideslizantes;Arco Iris;Toallón de Baño de Algodón Súper Absorbente;1u;9859
Textil;Baño;Cortinas y Protectores;Arco Iris;Toallón de Baño de Algodón Súper Absorbente;1u;16048
