supermercado,provincia,localidad,direccion,latitude,longitude
Día,Capital Federal,Mataderos,Av. Directorio 6939,-34.6629666,-58.5066623
Día,Capital Federal,Parque Patricios,Av. Amancio Alcorta 2585,-34.6430214,-58.3975108
Día,Buenos Aires,Victoria,Pte. Perón 3084,-34.4541012,-58.5407091
Día,Capital Federal,Palermo,Dorrego 2579,-34.5746539,-58.434614
Día,Capital Federal,Parque Chacabuco,Curapaligue 1964/68,-34.632909,-58.4497465
Día,Capital Federal,San Telmo,Bolívar 953,-34.6191288,-58.3730636
Día,Corrientes,Saladas,Mitre 951,-28.2520022,-58.6358259
Día,Buenos Aires,Mariano Acosta,Figueroa Alcorta Esquina Gelly,-34.7236216,-58.7922836
Día,Buenos Aires,Zárate,Almte. Brown 247,-34.0954713,-59.0245097
Día,Capital Federal,Liniers,Cl. Emilio Castro 7471,-34.6460878,-58.5029241
Día,Entre Ríos,Diamante,San Martín 484,-32.0683573,-60.6427729
Día,Capital Federal,Balvanera,Paso 752,-34.5999122,-58.403336
Día,Capital Federal,Boedo,Avenida Independencia 4032,-34.6215358,-58.4227337
Día,Capital Federal,Barracas,Av. Vélez Sársfield 1572,-34.6404167,-58.3898774
Día,Capital Federal,Mataderos,Emilio Castro 5266,-34.6442699,-58.4987128
Día,Capital Federal,Monserrat,Av. Paseo Colón 464,-34.6130936,-58.369027
Día,Capital Federal,Parque Avellaneda,Eva Perón 4640,-34.6553608,-58.4758388
Día,Capital Federal,Villa Santa Rita,Cuenca 1560,-34.6159232,-58.4834178
Día,Capital Federal,Caballito,Franklin 1151,-34.6114092,-58.4510007
Día,Buenos Aires,Claypole,Cl. Alcorta 1235,-34.8054457,-58.3434285
Día,Capital Federal,Balvanera,Av. Callao 416,-34.6041605,-58.3924576
Día,Capital Federal,Villa Pueyrredón,Av. Mosconi 3073/75,-34.5863838,-58.5020169
Día,Buenos Aires,Don Torcuato,Av. Ángel Torcuato de Alvear 2235,-34.4991749,-58.6408689
Día,Capital Federal,Caballito,Av. Avellaneda 848,-34.6163135,-58.4424757
Día,Buenos Aires,Garín,Belgrano 664,-34.4194118,-58.7286806
Día,Buenos Aires,Los Toldos,Avellaneda Esq. España 205,-35.0002026,-61.0384006
Día,Capital Federal,Versalles,Álvarez Jonte 6282,-34.6334906,-58.52089
Día,Capital Federal,Palermo,Gurruchaga 1824,-34.5877768,-58.4269778
Día,Capital Federal,Recoleta,Avenida Presidente Quintana 362,-34.5895923,-58.3885385
Día,Capital Federal,Belgrano,Amenábar 2369,-34.5605963,-58.4606491
Día,Jujuy,El Carmen,Belgrano 620,-24.387359,-65.2661214
Día,Buenos Aires,Daireaux,Cl. Lavalle 99,-36.6034232,-61.7477079
Día,Capital Federal,Boedo,Boedo 875,-34.6237378,-58.4164107
Día,Buenos Aires,Ensenada,Av. 122 Entre Calle 38 y 40 39,-34.8574895,-57.907717
Día,Capital Federal,Nueva Pompeya,Fernández de la Cruz 865,-34.6430886,-58.423399
Día,Buenos Aires,Cañuelas,Cl. Rivadavia 800,-35.0480412,-58.7668496
Día,Capital Federal,Villa Devoto,Beiró 4911,-34.6105839,-58.5197136
Día,Capital Federal,Villa General Mitre,Gral. José Gervasio Artigas 1744,-34.6103098,-58.4693142
Día,Capital Federal,Villa del Parque,Avenida Nazca 3189,-34.5992961,-58.4912284
Día,Capital Federal,Flores,Av. Nazca 684,-34.6244457,-58.4725923
Día,Capital Federal,Mataderos,Directorio 5024,-34.6510892,-58.4911253
Día,Capital Federal,Parque Avellaneda,Eva Perón 3729,-34.6462993,-58.4674611
Día,Capital Federal,Palermo,Córdoba 3683,-34.5976719,-58.4185815
Día,Jujuy,San Salvador,Av. Almirante Brown 483,-24.212395,-65.2788725
Día,Buenos Aires,Quilmes,Los Quilmes 159,-34.7259827,-58.3015367
Día,Capital Federal,Palermo,Av. Raúl Scalabrini Ortiz 1647,-34.5906533,-58.424335
Día,Entre Ríos,Crespo,Belgrano 1163,-32.028867,-60.3092916
Día,Capital Federal,Saavedra,Av. Donado 3538,-34.5594598,-58.4857275
Día,Capital Federal,Almagro,Gascón 316,-34.6083477,-58.4247716
Día,Capital Federal,Parque Chacabuco,Cobo 921,-34.6410476,-58.4289486
Día,Buenos Aires,Lanús,San Vladimiro 3165,-34.707921,-58.4181421
Día,Capital Federal,Villa Urquiza,Av. Triunvirato 5480,-34.568675,-58.492838
Día,Buenos Aires,Caseros,Av. General Justo José de Urquiza 4583,-34.6058716,-58.5600255
Día,Corrientes,Monte Caseros,Perello 279,-30.257129,-57.6388266
Día,Capital Federal,CABA,Av. Corrientes 2975,-34.6041821,-58.4074439
Día,Buenos Aires,Loma Hermosa,Gabino Ezeiza Esq. Brasil 8650,-34.5693506,-58.6015817
Día,Buenos Aires,La Plata,Cl. Av. 120 Esq. 80,-34.9206797,-57.9537638
Día,Capital Federal,Boedo,Asamblea 968,-34.6309325,-58.425993
Día,Capital Federal,Villa Urquiza,Av. Monroe 4278,-34.5748742,-58.4873601
Día,Capital Federal,Retiro,Av. Santa Fe 927,-34.5951407,-58.380376
Día,Buenos Aires,Miramar,Calle 23 1036,-38.2530347,-57.8420737
Día,Buenos Aires,Ingeniero Maschwitz,Av. Villanueva 1545,-34.3925889,-58.7387694
Día,Capital Federal,Caballito,Av. Pedro Goyena 1373,-34.6272737,-58.4465958
Día,Capital Federal,Caballito,Avenida Honorio Pueyrredón 652,-34.61247,-58.4420132
Día,Capital Federal,Balvanera,Sarandí 260,-34.6123638,-58.3946534
Día,Capital Federal,Saavedra,Av. Dr. Ricardo Balbín 4881,-34.5520227,-58.4982901
Día,Capital Federal,Villa Santa Rita,Nazca 1663,-34.6164176,-58.4777101
Día,Capital Federal,Nueva Pompeya,Av. Sáenz 1273/75,-34.6519915,-58.4162014
Día,Capital Federal,Balvanera,Av. Pueyrredón 576,-34.6036662,-58.4053849
Día,Buenos Aires,Rafael Castillo,Cl. Soldado Sosa 5460,-34.7036518,-58.6385104
Día,Buenos Aires,Lanús,25 de Mayo 571,-34.7071797,-58.3999377
Día,Capital Federal,Villa Urquiza,Holmberg 2797,-34.5661253,-58.4796169
Día,Capital Federal,Villa Real,Simbrón 5768,-34.6203007,-58.5262908
Día,Capital Federal,Constitución,Lima 1457,-34.6254337,-58.3824224
Día,Buenos Aires,Alejandro Korn,Cl. Boulev. de Mayo y Av. Mitre 4138,-34.9805618,-58.3739099
Día,Buenos Aires,Rojas,Julio Iribarne 291,-34.1950794,-60.7319861
Día,Capital Federal,Villa Urquiza,Av. Congreso 5781,-34.5738671,-58.4982668
Día,Capital Federal,Palermo,Ortega y Gasset 1786,-34.5698863,-58.432186
Día,Salta,Salta,Olavarría 506,-24.7947957,-65.4323415
Día,Salta,Salta,Juan Manuel de Rosas Esquina Balbín,-24.7892946,-65.4103194
Día,Capital Federal,Mataderos,Av. Perón 7228,-34.6729,-58.4993454
Día,Capital Federal,Villa del Parque,Nazca 2325,-34.6084872,-58.4835866
Día,Salta,Gral. Güemes,Cabred 23,-25.4371673,-66.2946002
Día,Capital Federal,Floresta,Av. Rivadavia 9150,-34.6337205,-58.4813531
Día,Capital Federal,Parque Avellaneda,Olivera 1268,-34.6530274,-58.4812781
Día,Capital Federal,Palermo,Fitz Roy 2292,-34.5794429,-58.431135
Día,Entre Ríos,Concepción del Uruguay,Sarmiento 1552,-32.4905655,-58.2522446
Día,Capital Federal,Parque Chacabuco,Av. Directorio 134,-34.627375,-58.4286608
Día,Capital Federal,Villa Lugano,Av. Riestra 6148,-34.6804871,-58.4787416
Día,Capital Federal,CABA,La Plata 2689,-34.6459002,-58.4203924
Día,Capital Federal,Constitución,Av. San Juan 1261,-34.6226705,-58.3906956
Día,Entre Ríos,Colón,San Martín 680,-32.2252684,-58.1453769
Día,Buenos Aires,Merlo,Av. San Martín 2971,-34.6788014,-58.7271145
Día,Entre Ríos,Paraná,Almafuerte 2416,-31.7577266,-60.4869677
Día,Entre Ríos,Villaguay,Rivadavia 29,-31.869589,-59.0284745
Día,Capital Federal,San Cristóbal,Av. San Juan 3153,-34.6245469,-58.409677
Día,Capital Federal,Villa Devoto,Av. San Martín 7305,-34.5896824,-58.5166403
Día,Buenos Aires,Ramos Mejía,Av. Mayo 791,-34.6479387,-58.5643451
Día,Buenos Aires,San Miguel,Av. Primera Junta 952,-34.533084,-58.7240266
Día,Capital Federal,CABA,Av. Independencia 2733,-34.618822,-58.4041149
Día,Santa Fe,Villa Constitución,San Martín 1081,-33.2358677,-60.3188354
Día,Capital Federal,CABA,Bartolomé Mitre 3977,-34.6098032,-58.4224409
Día,Capital Federal,CABA,Av. Rivadavia 11086,-34.6390882,-58.5206876
Día,Capital Federal,Flores,Av. Eva Perón 2162,-34.6379102,-58.4520552
Día,Buenos Aires,Caseros,Av. Hipólito Yrigoyen 2040 y Marcelo T. de Alvear,-34.607366,-58.5661311
Día,Capital Federal,Almagro,Av. Corrientes 3853,-34.6032724,-58.4188179
Día,Capital Federal,Villa Luro,Fernández de la Cruz 5583,-34.6362602,-58.5020915
Día,Entre Ríos,Larroque,Gral. Urquiza 256,-33.0339291,-58.998577
Día,Capital Federal,Saavedra,Av. Cabildo 4316,-34.5444275,-58.4718836
Día,Entre Ríos,Gualeguay,Maipú 234,-33.149681,-59.3166364
Día,Salta,Salta,España 2195,-24.7347964,-65.4843612
Día,Capital Federal,Villa Lugano,Escalada 2341,-34.6597182,-58.4766371
Día,Buenos Aires,Llavallol,Av. Antártida Argentina 1660,-34.8047305,-58.4386557
Día,Buenos Aires,Pehuajó,Mitre Esq. José Hernández 316,-35.8104933,-61.899055
Día,Buenos Aires,Loma Verde,Cl. Guatambú 204,-34.8222129,-58.4231613
Día,Capital Federal,Parque Chacabuco,José María Moreno 1216,-34.6280256,-58.4338861
Día,Capital Federal,Lugano,Cl. Santander 5960,-34.677225,-58.4770537
Día,Capital Federal,San Nicolás,Talcahuano 475,-34.6031532,-58.3850492
Día,Salta,Salta,Av. de Las Américas 965,-24.8125172,-65.3827414
Día,Corrientes,Curuzú Cuatiá,Uruguay 1470,-29.7835503,-58.073745
Día,Buenos Aires,Pablo Nogués,R. 197 e/ Seguí y Granaderos 2371,-34.4793139,-58.6989198
Día,Buenos Aires,Luján,Humberto Primero 1000,-34.7150658,-58.2386352
Día,Capital Federal,CABA,Bogotá 2740,-34.626828,-58.4689286
Día,Buenos Aires,Lomas de Zamora,Av. M. Rodríguez y G. Mistral 950,-34.7572582,-58.4026638
Día,Buenos Aires,Lanús,Cl. Eva Perón 3349,-34.6989315,-58.3913284
Día,Entre Ríos,Nogoyá,Caseros 1200,-32.3979217,-59.7895633
Día,Capital Federal,Villa Pueyrredón,Av. Mosconi 2734,-34.5852246,-58.5002497
Día,Buenos Aires,Francisco Álvarez,Av. Semana de Mayo 1552,-34.6352063,-58.8508976
Día,Capital Federal,Versalles,Gallardo 611,-34.6313819,-58.524971
Día,Capital Federal,Parque Patricios,Av. Caseros 2938,-34.637045,-58.4045399
Día,Buenos Aires,San Pedro,Av. Belgrano 949,-33.6819474,-59.6707027
Día,Capital Federal,Villa Urquiza,Olazábal 4324,-34.5719603,-58.4777854
Día,Capital Federal,Balvanera,Av. Corrientes 1978,-34.6046172,-58.3949044
Día,Entre Ríos,Paraná,Gral. Gervasio Artigas 883,-31.7330145,-60.5298511
Día,Capital Federal,Palermo,Av. Córdoba 4085,-34.5971071,-58.4245253
Día,Salta,Salta,Radio Patagonia Esq. Rad. Independencia,-24.7892946,-65.4103194
Día,Buenos Aires,Arrecifes,Ricardo Gutiérrez 435,-34.0643176,-60.1061768
Día,Capital Federal,Caballito,Méndez de los Andes 961,-34.6205897,-58.4413922
Día,Capital Federal,Villa del Parque,Álvarez Jonte 2539,-34.6072889,-58.4781069
Día,Buenos Aires,Berazategui,Av. Mitre 2101,-34.7508057,-58.2193108
Día,Entre Ríos,Paraná,Carbó 701,-31.7413397,-60.5232817
Día,Capital Federal,Caballito,Gaona 1170,-34.6079379,-58.4462696
Día,Capital Federal,Caballito,Valle 509 / 519,-34.6243813,-58.4338012
Día,Capital Federal,Flores,Av. Lafuente 1373,-34.6462486,-58.4590232
Día,Buenos Aires,Bella Vista,Senador Morón 1480,-34.5658106,-58.6848359
Día,Capital Federal,CABA,Av. San Juan 2899,-34.6240708,-58.4057158
Día,Capital Federal,Villa Riachuelo,Cl. Chilavert 6570,-34.6884204,-58.4783877
Día,Capital Federal,CABA,Almafuerte 724/726/730,-34.6095579,-58.3887904
Día,Buenos Aires,Villa Adelina,Av. Paraná 6370,-34.5245071,-58.5471872
Día,Buenos Aires,San Justo,Cl. Juan M. de Rosas 3634,-34.6774186,-58.5607837
Día,Buenos Aires,Carlos Casares,San Martín y Rivadavia,-35.6232368,-61.3650016
Día,Entre Ríos,Paraná,Los Ceibos 798,-31.7340522,-60.5471372
Día,Capital Federal,Almagro,Av. Boedo 431,-34.6177661,-58.4169291
Día,Buenos Aires,Mar del Plata,Alberti 2151,-38.0088531,-57.5482482
Día,Capital Federal,Saavedra,Av. Ruiz Huidobro 3942/44,-34.5501909,-58.4854987
Día,Salta,Salta,25 de Mayo 652,-24.7815515,-65.4142852
Día,Buenos Aires,San Vicente,Cl. 25 de Mayo,-36.9004813,-60.3241638
Día,Capital Federal,Mataderos,Av. Eva Perón 5887,-34.6631368,-58.4887699
Día,Salta,Salta,Sarmiento Esquina Torino,-24.7892946,-65.4103194
Día,Capital Federal,Monserrat,Chile 1347,-34.6165885,-58.3850942
Día,Capital Federal,Villa Pueyrredón,Gral. José Gervasio Artigas 5139,-34.5794479,-58.5040849
Día,Salta,Salta,RP 26 Km2 Camino a La Isla,-24.7892946,-65.4103194
Día,Buenos Aires,Ciudadela,Av. Rivadavia 12646,-34.6399685,-58.549286
Día,Entre Ríos,Villaguay,Leopoldo Herrera y Crispín Velázquez,-31.8676271,-59.0270174
Día,Buenos Aires,Villa Ballester,Pueyrredón 2663,-34.5501732,-58.5525586
Día,Buenos Aires,José León Suárez,Av. Brig. Gral. J. M. de Rosas 4351 Esq. 9 de Julio,-34.534488,-58.5762177
Día,Entre Ríos,Diamante,Sarmiento S/N Esq. Moreno,-32.0670391,-60.6426494
Día,Capital Federal,Belgrano,Avenida Crámer 2060,-34.5653019,-58.4612398
Día,Capital Federal,Boedo,Av. San Juan 4231,-34.6265889,-58.4246509
Día,Capital Federal,Villa Crespo,Juan Ramírez de Velasco 745,-34.5961414,-58.438658
Día,Capital Federal,Saavedra,Av. Cabildo 4932,-34.5399303,-58.4756212
Día,Capital Federal,Villa Riachuelo,Ferré 6432,-34.6934648,-58.466402
Día,Capital Federal,Barracas,Av. Vélez Sársfield 472,-34.6397463,-58.3897867
Día,Capital Federal,Chacarita,Corrientes 6737,-34.5876151,-58.4530612
Día,Buenos Aires,Pilar,Av. Tratado del Pilar 131,-34.4527428,-58.9075788
Día,Capital Federal,Villa Urquiza,Galván 3460,-34.5633488,-58.4905904
Día,Capital Federal,Barracas,California 1995,-34.6473926,-58.3762914
Día,Capital Federal,Caballito,José María Moreno 779,-34.6276913,-58.4340235
Día,Buenos Aires,Haedo,Rivadavia 16275,-34.6457545,-58.5926185
Día,Salta,Salta,Av. Ciudad de Asunción S/N,-24.7942116,-65.3663642
Día,Capital Federal,CABA,Pomar 3401,-34.6395615,-58.4120555
Día,Capital Federal,Vélez Sársfield,Av. Justo Doctor Juan Bautista 7533/37/43,-34.6323692,-58.4808865
Día,Salta,Rosario de la Frontera,Av. San Martín 162,-25.8048174,-64.9776892
Día,Capital Federal,Villa Crespo,Scalabrini Ortiz 367,-34.5994325,-58.4378511
Día,Capital Federal,Villa Real,Nogoyá 6061,-34.6251536,-58.5263253
Día,Buenos Aires,Don Torcuato,Av. A. T. Alvear 822,-34.4886587,-58.6266492
Día,Capital Federal,Núñez,Av. Cabildo 3822,-34.5530781,-58.4647268
Día,Buenos Aires,Garín,Fructuoso Díaz E. Mistral 3700,-34.4215728,-58.7366518
Día,Salta,Joaquín V. González,Gral. Güemes 170,-24.7251482,-65.4948839
Día,Capital Federal,Almagro,Av. Jujuy 346,-34.6099883,-58.4222331
Día,Buenos Aires,Berisso,Cl. Montevideo 2181,-34.8648354,-57.8920115
Día,Capital Federal,Villa Ortúzar,Av. Triunvirato 3551,-34.5823152,-58.4714948
Día,Buenos Aires,Luis Guillón,Cl. Varisco 1652,-34.8032836,-58.4485809
Día,Capital Federal,Palermo,Av. Dorrego 1747,-34.5725901,-58.4268177
Día,Salta,Salta,Gral. Savio Cruce Av. Juan Domingo Perón,-24.7892946,-65.4103194
Día,Capital Federal,Coghlan,Av. Dr. Ricardo Balbín 3487,-34.5567797,-58.4789979
Día,Capital Federal,Floresta,Av. Rivadavia 8378,-34.6339478,-58.4816906
Día,Capital Federal,Villa Santa Rita,Av. Nazca 1316,-34.6183986,-58.4760208
Día,Buenos Aires,Chacabuco,Av. Hipólito Yrigoyen 51,-34.6297043,-60.470185
Día,Capital Federal,Villa del Parque,Nazarre 3240,-34.602604,-58.4950437
Día,Capital Federal,Villa Soldati,Francisco Fernández de la Cruz 3596,-34.6682468,-58.4532902
Día,Capital Federal,Boedo,Av. Independencia 3765,-34.6210294,-58.4189111
Día,Capital Federal,CABA,Av. Rivadavia 3855,-34.6111779,-58.4204305
Día,Buenos Aires,Olavarría,Cl. Rivadavia 2746,-36.9096985,-60.3424155
Día,Capital Federal,Recoleta,Gallo 1201,-34.5979782,-58.4119201
Día,Buenos Aires,San Miguel,Av. Illia 5685,-34.5352717,-58.6979489
Día,Buenos Aires,Bernal,Lamadrid Esq. Rawson,-34.7175436,-58.3001472
Día,Buenos Aires,San Fernando,Avellaneda 4801,-34.4497979,-58.5512486
Día,Capital Federal,Belgrano,Av. Crámer 2875,-34.5582439,-58.4666883
Día,Entre Ríos,Viale,Sarmiento y 9 de Julio,-31.8720895,-60.0129648
Día,Buenos Aires,Maipú,Rivadavia e/ Lavalle y V. Lynch 249,-32.9846171,-68.7882043
Día,Capital Federal,Flores,Av. Donato Álvarez 442/46,-34.6290748,-58.4634771
Día,Capital Federal,Coghlan,Av. Dr. Ricardo Balbín 2902,-34.5600891,-58.4717906
Día,Capital Federal,Villa Urquiza,Av. Olazábal 4832,-34.575139,-58.4832818
Día,Capital Federal,CABA,Av. Córdoba 1733,-34.599471,-58.3920365
Día,Capital Federal,Villa Crespo,Av. Scalabrini Ortiz 81,-34.601589,-58.441334
Día,Capital Federal,Recoleta,Charcas 2725,-34.5945631,-58.4052941
Día,Capital Federal,Palermo,Av. Santa Fe 4012,-34.5822928,-58.4203953
Día,Capital Federal,Núñez,Av. Cabildo 4625,-34.5419701,-58.4732365
Día,Buenos Aires,Presidente Derqui,E. Perón Esq. Medrano,-34.4909894,-58.8384641
Día,Buenos Aires,Olivos,Av. Maipú 2949,-34.5086848,-58.4915185
Día,Capital Federal,Palermo,Thames 2447,-34.5818391,-58.4223809
Día,Capital Federal,Monte Castro,Álvarez Jonte 5240,-34.6235765,-58.5107417
Día,Capital Federal,Villa General Mitre,Tte. Gral. Donato Álvarez 1532/38,-34.6103098,-58.4693142
Día,Capital Federal,Monserrat,Moreno 968,-34.6118356,-58.3800013
Día,Capital Federal,Villa Devoto,Avenida Beiró 4567,-34.6077871,-58.5151391
Día,Capital Federal,Villa Devoto,Sanabria 2930,-34.6096946,-58.5078336
Día,Capital Federal,Villa Lugano,Av. Riestra 5398,-34.6743935,-58.4720016
Día,Capital Federal,Parque Chacabuco,Av. Del Barco Centenera 801,-34.6423554,-58.4323084
Día,Capital Federal,La Boca,Regimiento Patricios 134,-34.6311261,-58.3703819
Día,Capital Federal,La Boca,Av. Almirante Brown 803,-34.6321848,-58.3608885
Día,Capital Federal,Almagro,Av. Corrientes 3534,-34.6040655,-58.4149388
Día,Capital Federal,Monserrat,Chacabuco 685,-34.6159976,-58.3760541
Día,Entre Ríos,Paraná,Laprida 713,-31.7256455,-60.5388856
Día,Capital Federal,Almagro,Gallo 720/24,-34.6057453,-58.4135694
Día,Capital Federal,Villa del Parque,Cuenca 2567,-34.6060345,-58.4913706
Día,Buenos Aires,Tortuguitas,Luis María Drago 238,-34.474585,-58.7662838
Día,Buenos Aires,Carmen de Areco,Av. Mitre y Dowling 557,-34.3766574,-59.8227267
Día,Buenos Aires,Munro,Av. Mitre 4211,-34.5139139,-58.5304714
Día,Buenos Aires,Lanús,Av. Eva Perón 2567,-34.700504,-58.3894003
Día,Capital Federal,Flores,Av. Rivadavia 7521,-34.6310742,-58.471583
Día,Capital Federal,Villa Crespo,Ángel Gallardo 31,-34.6023356,-58.4328846
Día,Buenos Aires,Rafael Castillo,Santa Cruz 1038,-34.6992803,-58.6267798
Día,Capital Federal,Saavedra,Av. Crámer 4345,-34.5505454,-58.4733883
Día,Buenos Aires,Chascomús,J. M. de Rosas y Tucumán 800,-35.5786869,-58.0138252
Día,Entre Ríos,Villa Hernandarias,La Rioja 164,-31.7731854,-60.5058104
Día,Buenos Aires,Mar del Plata,San Juan 1254,-37.9876853,-57.5599525
Día,Capital Federal,Liniers,Tonelero 6906,-34.648056,-58.5219224
Día,Buenos Aires,Monte Grande,Cl. Dreyer y Alem 1600,-34.8192731,-58.4664257
Día,Capital Federal,Villa Crespo,Av. Scalabrini Ortiz 918,-34.5954801,-58.4321455
Día,Buenos Aires,Virreyes,Av. Avellaneda 3348,-34.4589552,-58.5687997
Día,Capital Federal,Agronomía,Av. Del Carril Salvador M. 2424/26,-34.5952803,-58.4859915
Día,Capital Federal,Flores,San Pedrito 662,-34.6385219,-58.4660179
Día,Buenos Aires,Martín Coronado,Pres. Juan D. Perón 7230,-34.5889657,-58.5906699
Día,Capital Federal,San Nicolás,Maipú 512,-34.6021109,-58.3767752
Día,Buenos Aires,José C. Paz,Gelly y Obes 4926,-34.5278387,-58.7464609
Día,Corrientes,Empedrado,San Martín 456,-27.9561253,-58.8068733
Día,Buenos Aires,Olivos,Cl. Rawson 3773,-34.5079752,-58.4823423
Día,Jujuy,Monterrico,Av. Independencia 440,-24.4442221,-65.166078
Día,Capital Federal,Palermo,Paraguay 3430,-34.5928846,-58.4138808
Día,Capital Federal,La Boca,Suárez 495,-34.6357644,-58.3602196
Día,Capital Federal,Villa Luro,Av. Juan B. Alberdi 4459,-34.6362602,-58.5020915
Día,Buenos Aires,Ezeiza,Cl. French 202,-34.8458118,-58.5266274
Día,Capital Federal,Parque Avellaneda,Avenida Eva Perón 3568,-34.6452592,-58.4654674
Día,Capital Federal,Parque Chacabuco,Pavón 3743,-34.6307615,-58.4260239
Jumbo,Buenos Aires,Belén de Escobar,RP25 9100,-34.3577139,-58.7989208
Jumbo,Buenos Aires,Morón,Blvd. Juan Manuel de Rosas 658,-34.6343932,-58.629647
Jumbo,Buenos Aires,Rincón de Milberg,Av. De los Lagos,-34.410238,-58.6082848
Jumbo,Buenos Aires,Olivos,Corrientes 449,-34.507853,-58.4786238
Jumbo,Buenos Aires,Llavallol,Av. Gral. Eustaquio Frías 3201,-34.7965742,-58.4301778
Jumbo,Buenos Aires,Quilmes,Av. Mitre 1075,-34.7284841,-58.2493919
Jumbo,Buenos Aires,Dique Luján,"Deán Funes 5100, Benavidez",-34.3993468,-58.7018561
Jumbo,Buenos Aires,Pilar,Las Magnolias 698,-34.4476621,-58.8669777
Jumbo,Buenos Aires,San Fernando,Av. Del Libertador 2261,-34.445495,-58.5477771
Jumbo,Buenos Aires,Martínez,Paraná 3745,-34.5086425,-58.5269261
Jumbo,Buenos Aires,Escobar,Ruta 25 1710 (y Panamericana),-34.3453213,-58.7950701
Jumbo,Buenos Aires,San Martín,San Lorenzo 3773,-34.5819087,-60.9581591
Jumbo,Buenos Aires,Del Viso,Au Panamericana Km 44,-34.4534551,-58.7965583
Jumbo,Buenos Aires,Quilmes Oeste,Av. Calchaquí 3950,-34.7583362,-58.276842
Jumbo,Buenos Aires,General Pacheco,Boulogne Sur Mer 1275,-34.4706422,-58.6246982
Jumbo,Capital Federal,CABA,Av. Gral. Las Heras 2564,-34.6095579,-58.3887904
Jumbo,Capital Federal,CABA,Av. Bullrich 345,-34.5742267,-58.4269943
Jumbo,Capital Federal,CABA,Arenales 870,-34.5941679,-58.3795043
Jumbo,Capital Federal,CABA,Av. Juan B. Justo 4715,-34.603227,-58.4567857
Jumbo,Capital Federal,CABA,Tronador 801,-34.5849708,-58.4619454
Jumbo,Capital Federal,CABA,Av. Santa Fe 4950,-34.5773442,-58.4297144
Jumbo,Capital Federal,CABA,Lola Mora 420,-34.6190392,-58.3613222
Jumbo,Capital Federal,CABA,Av. Gral. Francisco Fernández de la Cruz 4602,-34.6095579,-58.3887904
Jumbo,Capital Federal,CABA,Av. Acoyte 702,-34.6103992,-58.439929
Jumbo,Chubut,Comodoro Rivadavia,Av. Ingeniero Ducos 1325,-45.8664864,-67.4806559
Jumbo,Córdoba,Córdoba,Ignacio Duarte Quirós 1450,-31.4166867,-64.1834193
Jumbo,Mendoza,Godoy Cruz,Balcarce 897,-32.9239282,-68.8425879
Jumbo,Mendoza,Luján de Cuyo,San Martín 6279,-32.9798819,-68.8585262
Jumbo,Neuquén,Neuquén,J. J. Lastra 2400,-38.9597329,-68.075782
Jumbo,Salta,San Lorenzo,Av. San Martín 725,-24.7357814,-65.4872596
Jumbo,Salta,Salta,20 de Febrero 1437,-24.7718892,-65.4132628
Jumbo,Santa Fe,Rosario,Nansen 323,-32.9104694,-60.6833066
Jumbo,Tucumán,Yerba Buena,Cariola 42,-26.8222179,-65.2678971
VEA,Buenos Aires,Bahía Blanca,Casanova 472,-38.7082244,-62.2665827
VEA,Buenos Aires,Bahía Blanca,Cap. De Navío José Martínez 1356,-38.7176522,-62.2654871
VEA,Buenos Aires,Barracas,Herrera 803,-34.6395522,-58.3781082
VEA,Córdoba,Bell Ville,Boulevard Colón 850,-32.6300707,-62.6888782
VEA,Buenos Aires,CABA,Larrea 833,-34.5986229,-58.4022901
VEA,Buenos Aires,Bulnes,Bulnes 1048,-34.599779,-58.417724
VEA,Buenos Aires,Boedo,Av. Independencia 4221,-34.6216662,-58.425566
VEA,Buenos Aires,CABA,Aráoz 265,-34.6008938,-58.4384881
VEA,Buenos Aires,CABA,Av. Córdoba 6103,-34.5836356,-58.4465086
VEA,Buenos Aires,CABA,Manzanares 3953,-34.5543946,-58.4836972
VEA,Buenos Aires,Cañuelas,Azcuénaga 738,-35.0541391,-58.7507136
VEA,Buenos Aires,Caseros,Avenida Bartolomé Mitre 4560,-34.6145148,-58.551056
VEA,Catamarca,Catamarca,Rivadavia 954,-28.4726889,-65.7778731
VEA,Catamarca,Catamarca,Av. Güemes y Vicario Segura,-28.4688806,-65.7790642
VEA,Catamarca,Catamarca,Av. Belgrano 960,-28.4592345,-65.7729567
VEA,Catamarca,Catamarca,Gobernador Felipe Figueroa y Juan De Sosa,-28.4688806,-65.7790642
VEA,Entre Ríos,Chajarí,Avenida 9 de Julio 3855,-30.76276,-57.9923551
VEA,Buenos Aires,Chivilcoy,Gral. Rodríguez y Pellegrini,-34.8969591,-60.0190499
VEA,Río Negro,Cipolletti,9 de Julio 861,-38.9386715,-67.9895513
VEA,Entre Ríos,Concordia,San Lorenzo Oeste 235,-31.3838117,-58.0205961
VEA,Córdoba,Córdoba Capital,Avenida Emilio Olmos 78,-31.4140658,-64.1821053
VEA,Córdoba,Córdoba Capital,Boulevard Chacabuco 199,-31.4194121,-64.180818
VEA,Córdoba,Córdoba Capital,Av. Colón 461,-31.4118726,-64.1893959
VEA,Córdoba,Córdoba Capital,Av. 24 de Septiembre 1330,-31.4136624,-64.1655716
VEA,Mendoza,Eugenio Bustos,San Juan Bosco 462,-33.7771779,-69.0643536
VEA,Santa Fe,Funes,Córdoba 954,-32.9225951,-60.8037721
